# Frequency (MHz)    Transmission (dB)    Reflection (dB)
1.467799e+02    -2.998500e+00    -1.889098e+01
1.479108e+02    -3.001277e+00    -1.902445e+01
1.490505e+02    -3.004075e+00    -1.916163e+01
1.501989e+02    -3.006892e+00    -1.930264e+01
1.513561e+02    -3.009728e+00    -1.944762e+01
1.525223e+02    -3.012583e+00    -1.959670e+01
1.536975e+02    -3.015457e+00    -1.975001e+01
1.548817e+02    -3.018348e+00    -1.990768e+01
1.560750e+02    -3.021257e+00    -2.006985e+01
1.572775e+02    -3.024182e+00    -2.023667e+01
1.584893e+02    -3.027123e+00    -2.040828e+01
1.597104e+02    -3.030079e+00    -2.058481e+01
1.609410e+02    -3.033050e+00    -2.076641e+01
1.621810e+02    -3.036035e+00    -2.095321e+01
1.634306e+02    -3.039033e+00    -2.114534e+01
1.646898e+02    -3.042044e+00    -2.134292e+01
1.659587e+02    -3.045066e+00    -2.154606e+01
1.672374e+02    -3.048099e+00    -2.175486e+01
1.685259e+02    -3.051142e+00    -2.196939e+01
1.698244e+02    -3.054194e+00    -2.218968e+01
1.711328e+02    -3.057254e+00    -2.241575e+01
1.724514e+02    -3.060322e+00    -2.264756e+01
1.737801e+02    -3.063395e+00    -2.288500e+01
1.751190e+02    -3.066473e+00    -2.312790e+01
1.764683e+02    -3.069556e+00    -2.337599e+01
1.778279e+02    -3.072641e+00    -2.362890e+01
1.791981e+02    -3.075728e+00    -2.388611e+01
1.805788e+02    -3.078816e+00    -2.414694e+01
1.819701e+02    -3.081903e+00    -2.441050e+01
1.833721e+02    -3.084988e+00    -2.467565e+01
1.847850e+02    -3.088071e+00    -2.494100e+01
1.862087e+02    -3.091149e+00    -2.520482e+01
1.876434e+02    -3.094222e+00    -2.546499e+01
1.890892e+02    -3.097287e+00    -2.571903e+01
1.905461e+02    -3.100345e+00    -2.596401e+01
1.920142e+02    -3.103393e+00    -2.619658e+01
1.934936e+02    -3.106431e+00    -2.641301e+01
1.949845e+02    -3.109456e+00    -2.660924e+01
1.964868e+02    -3.112467e+00    -2.678103e+01
1.980007e+02    -3.115463e+00    -2.692413e+01
1.995262e+02    -3.118443e+00    -2.703453e+01
2.010635e+02    -3.121405e+00    -2.710871e+01
2.026127e+02    -3.124348e+00    -2.714393e+01
2.041738e+02    -3.127271e+00    -2.713845e+01
2.057469e+02    -3.130171e+00    -2.709171e+01
2.073322e+02    -3.133048e+00    -2.700439e+01
2.089296e+02    -3.135901e+00    -2.687831e+01
2.105394e+02    -3.138727e+00    -2.671633e+01
2.121615e+02    -3.141527e+00    -2.652204e+01
2.137962e+02    -3.144298e+00    -2.629956e+01
2.154435e+02    -3.147040e+00    -2.605321e+01
2.171034e+02    -3.149751e+00    -2.578732e+01
2.187762e+02    -3.152430e+00    -2.550601e+01
2.204618e+02    -3.155077e+00    -2.521310e+01
2.221604e+02    -3.157691e+00    -2.491200e+01
2.238721e+02    -3.160270e+00    -2.460571e+01
2.255970e+02    -3.162815e+00    -2.429681e+01
2.273352e+02    -3.165325e+00    -2.398748e+01
2.290868e+02    -3.167798e+00    -2.367952e+01
2.308518e+02    -3.170236e+00    -2.337443e+01
2.326305e+02    -3.172638e+00    -2.307343e+01
2.344229e+02    -3.175004e+00    -2.277749e+01
2.362291e+02    -3.177335e+00    -2.248739e+01
2.380492e+02    -3.179630e+00    -2.220374e+01
2.398833e+02    -3.181891e+00    -2.192702e+01
2.417315e+02    -3.184118e+00    -2.165760e+01
2.435940e+02    -3.186314e+00    -2.139576e+01
2.454709e+02    -3.188478e+00    -2.114172e+01
2.473622e+02    -3.190614e+00    -2.089562e+01
2.492681e+02    -3.192723e+00    -2.065759e+01
2.511886e+02    -3.194807e+00    -2.042770e+01
2.531240e+02    -3.196870e+00    -2.020602e+01
2.550743e+02    -3.198915e+00    -1.999257e+01
2.570396e+02    -3.200944e+00    -1.978740e+01
2.590200e+02    -3.202963e+00    -1.959053e+01
2.610157e+02    -3.204976e+00    -1.940198e+01
2.630268e+02    -3.206987e+00    -1.922176e+01
2.650534e+02    -3.209002e+00    -1.904992e+01
2.670956e+02    -3.211027e+00    -1.888647e+01
2.691535e+02    -3.213069e+00    -1.873146e+01
2.712273e+02    -3.215134e+00    -1.858494e+01
2.733170e+02    -3.217230e+00    -1.844697e+01
2.754229e+02    -3.219367e+00    -1.831762e+01
2.775450e+02    -3.221551e+00    -1.819697e+01
2.796834e+02    -3.223794e+00    -1.808514e+01
2.818383e+02    -3.226105e+00    -1.798223e+01
2.840098e+02    -3.228495e+00    -1.788838e+01
2.861980e+02    -3.230977e+00    -1.780374e+01
2.884032e+02    -3.233563e+00    -1.772849e+01
2.906252e+02    -3.236265e+00    -1.766281e+01
2.928645e+02    -3.239098e+00    -1.760692e+01
2.951209e+02    -3.242077e+00    -1.756107e+01
2.973948e+02    -3.245218e+00    -1.752550e+01
2.996861e+02    -3.248536e+00    -1.750051e+01
3.019952e+02    -3.252050e+00    -1.748642e+01
3.043220e+02    -3.255776e+00    -1.748357e+01
3.066667e+02    -3.259734e+00    -1.749234e+01
3.090295e+02    -3.263944e+00    -1.751314e+01
3.114106e+02    -3.268425e+00    -1.754642e+01
3.138099e+02    -3.273199e+00    -1.759265e+01
3.162278e+02    -3.278288e+00    -1.765236e+01
3.186642e+02    -3.283713e+00    -1.772611e+01
3.211195e+02    -3.289498e+00    -1.781449e+01
3.235937e+02    -3.295666e+00    -1.791814e+01
3.260869e+02    -3.302241e+00    -1.803775e+01
3.285993e+02    -3.309247e+00    -1.817401e+01
3.311311e+02    -3.316710e+00    -1.832765e+01
3.336824e+02    -3.324654e+00    -1.849943e+01
3.362534e+02    -3.333103e+00    -1.869006e+01
3.388442e+02    -3.342084e+00    -1.890024e+01
3.414549e+02    -3.351620e+00    -1.913056e+01
3.440857e+02    -3.361736e+00    -1.938147e+01
3.467369e+02    -3.372456e+00    -1.965312e+01
3.494084e+02    -3.383804e+00    -1.994527e+01
3.521005e+02    -3.395802e+00    -2.025703e+01
3.548134e+02    -3.408472e+00    -2.058658e+01
3.575472e+02    -3.421835e+00    -2.093074e+01
3.603020e+02    -3.435909e+00    -2.128444e+01
3.630781e+02    -3.450712e+00    -2.163999e+01
3.658755e+02    -3.466260e+00    -2.198638e+01
3.686945e+02    -3.482568e+00    -2.230857e+01
3.715352e+02    -3.499645e+00    -2.258725e+01
3.743978e+02    -3.517501e+00    -2.279956e+01
3.772825e+02    -3.536143e+00    -2.292125e+01
3.801894e+02    -3.555574e+00    -2.293058e+01
3.831187e+02    -3.575794e+00    -2.281305e+01
3.860705e+02    -3.596799e+00    -2.256523e+01
3.890451e+02    -3.618582e+00    -2.219572e+01
3.920427e+02    -3.641133e+00    -2.172278e+01
3.950633e+02    -3.664436e+00    -2.116987e+01
3.981072e+02    -3.688472e+00    -2.056109e+01
4.011745e+02    -3.713217e+00    -1.991800e+01
4.042655e+02    -3.738642e+00    -1.925816e+01
4.073803e+02    -3.764713e+00    -1.859485e+01
4.105191e+02    -3.791392e+00    -1.793763e+01
4.136820e+02    -3.818636e+00    -1.729300e+01
4.168694e+02    -3.846396e+00    -1.666521e+01
4.200813e+02    -3.874616e+00    -1.605683e+01
4.233179e+02    -3.903238e+00    -1.546930e+01
4.265795e+02    -3.932197e+00    -1.490322e+01
4.298662e+02    -3.961423e+00    -1.435869e+01
4.331783e+02    -3.990838e+00    -1.383544e+01
4.365158e+02    -4.020364e+00    -1.333298e+01
4.398791e+02    -4.049912e+00    -1.285070e+01
4.432683e+02    -4.079391e+00    -1.238792e+01
4.466836e+02    -4.108706e+00    -1.194390e+01
4.501252e+02    -4.137753e+00    -1.151793e+01
4.535933e+02    -4.166428e+00    -1.110930e+01
4.570882e+02    -4.194618e+00    -1.071732e+01
4.606100e+02    -4.222209e+00    -1.034133e+01
4.641589e+02    -4.249081e+00    -9.980735e+00
4.677351e+02    -4.275110e+00    -9.634936e+00
4.713390e+02    -4.300171e+00    -9.303396e+00
4.749705e+02    -4.324132e+00    -8.985608e+00
4.786301e+02    -4.346861e+00    -8.681104e+00
4.823178e+02    -4.368221e+00    -8.389451e+00
4.860340e+02    -4.388074e+00    -8.110252e+00
4.897788e+02    -4.406281e+00    -7.843140e+00
4.935525e+02    -4.422698e+00    -7.587783e+00
4.973552e+02    -4.437184e+00    -7.343882e+00
5.011872e+02    -4.449594e+00    -7.111164e+00
5.050488e+02    -4.459786e+00    -6.889391e+00
5.089401e+02    -4.467616e+00    -6.678352e+00
5.128614e+02    -4.472941e+00    -6.477867e+00
5.168129e+02    -4.475622e+00    -6.287786e+00
5.207948e+02    -4.475519e+00    -6.107988e+00
5.248075e+02    -4.472497e+00    -5.938383e+00
5.288510e+02    -4.466425e+00    -5.778913e+00
5.329257e+02    -4.457176e+00    -5.629553e+00
5.370318e+02    -4.444629e+00    -5.490311e+00
5.411695e+02    -4.428670e+00    -5.361232e+00
5.453391e+02    -4.409193e+00    -5.242398e+00
5.495409e+02    -4.386102e+00    -5.133933e+00
5.537750e+02    -4.359311e+00    -5.036002e+00
5.580417e+02    -4.328748e+00    -4.948819e+00
5.623413e+02    -4.294355e+00    -4.872647e+00
5.666741e+02    -4.256091e+00    -4.807807e+00
5.710402e+02    -4.213933e+00    -4.754678e+00
5.754399e+02    -4.167882e+00    -4.713707e+00
5.798736e+02    -4.117961e+00    -4.685414e+00
5.843414e+02    -4.064223e+00    -4.670398e+00
5.888437e+02    -4.006747e+00    -4.669351e+00
5.933806e+02    -3.945652e+00    -4.683063e+00
5.979525e+02    -3.881091e+00    -4.712433e+00
6.025596e+02    -3.813259e+00    -4.758485e+00
6.072022e+02    -3.742397e+00    -4.822382e+00
6.118806e+02    -3.668795e+00    -4.905437e+00
6.165950e+02    -3.592795e+00    -5.009139e+00
6.213458e+02    -3.514797e+00    -5.135168e+00
6.261331e+02    -3.435256e+00    -5.285421e+00
6.309573e+02    -3.354690e+00    -5.462043e+00
6.358188e+02    -3.273677e+00    -5.667451e+00
6.407176e+02    -3.192854e+00    -5.904382e+00
6.456542e+02    -3.112915e+00    -6.175930e+00
6.506289e+02    -3.034604e+00    -6.485603e+00
6.556418e+02    -2.958710e+00    -6.837390e+00
6.606934e+02    -2.886053e+00    -7.235843e+00
6.657840e+02    -2.817470e+00    -7.686182e+00
6.709137e+02    -2.753802e+00    -8.194424e+00
6.760830e+02    -2.695864e+00    -8.767556e+00
6.812921e+02    -2.644434e+00    -9.413743e+00
6.865413e+02    -2.600218e+00    -1.014258e+01
6.918310e+02    -2.563832e+00    -1.096538e+01
6.971614e+02    -2.535774e+00    -1.189541e+01
7.025329e+02    -2.516403e+00    -1.294778e+01
7.079458e+02    -2.505920e+00    -1.413845e+01
7.134004e+02    -2.504355e+00    -1.548011e+01
7.188970e+02    -2.511559e+00    -1.696996e+01
7.244360e+02    -2.527202e+00    -1.855623e+01
7.300176e+02    -2.550782e+00    -2.006363e+01
7.330000e+02    -2.566314e+00    -2.070844e+01
7.337500e+02    -2.570519e+00    -2.084100e+01
7.345000e+02    -2.574839e+00    -2.095932e+01
7.352500e+02    -2.579273e+00    -2.106235e+01
7.356423e+02    -2.581636e+00    -2.110983e+01
7.360000e+02    -2.583818e+00    -2.114916e+01
7.367500e+02    -2.588471e+00    -2.121901e+01
7.375000e+02    -2.593230e+00    -2.127132e+01
7.382500e+02    -2.598093e+00    -2.130573e+01
7.390000e+02    -2.603058e+00    -2.132213e+01
7.397500e+02    -2.608121e+00    -2.132061e+01
7.405000e+02    -2.613280e+00    -2.130151e+01
7.412500e+02    -2.618533e+00    -2.126538e+01
7.413102e+02    -2.618959e+00    -2.126176e+01
7.420000e+02    -2.623878e+00    -2.121296e+01
7.427500e+02    -2.629311e+00    -2.114516e+01
7.435000e+02    -2.634831e+00    -2.106301e+01
7.442500e+02    -2.640434e+00    -2.096766e+01
7.450000e+02    -2.646119e+00    -2.086029e+01
7.457500e+02    -2.651882e+00    -2.074214e+01
7.465000e+02    -2.657721e+00    -2.061443e+01
7.470219e+02    -2.661827e+00    -2.052057e+01
7.472500e+02    -2.663633e+00    -2.047838e+01
7.480000e+02    -2.669616e+00    -2.033514e+01
7.487500e+02    -2.675668e+00    -2.018582e+01
7.495000e+02    -2.681785e+00    -2.003146e+01
7.502500e+02    -2.687965e+00    -1.987301e+01
7.510000e+02    -2.694206e+00    -1.971136e+01
7.527776e+02    -2.709224e+00    -1.931991e+01
7.585776e+02    -2.760070e+00    -1.804112e+01
7.644223e+02    -2.813253e+00    -1.685879e+01
7.703120e+02    -2.867652e+00    -1.582466e+01
7.762471e+02    -2.922174e+00    -1.494204e+01
7.822280e+02    -2.975771e+00    -1.419916e+01
7.882549e+02    -3.027470e+00    -1.358146e+01
7.943282e+02    -3.076396e+00    -1.307565e+01
8.004484e+02    -3.121789e+00    -1.267083e+01
8.066157e+02    -3.163028e+00    -1.235860e+01
8.128305e+02    -3.199652e+00    -1.213293e+01
8.190932e+02    -3.231374e+00    -1.198992e+01
8.254042e+02    -3.258108e+00    -1.192769e+01
8.317638e+02    -3.279983e+00    -1.194632e+01
8.381724e+02    -3.297369e+00    -1.204783e+01
8.446303e+02    -3.310891e+00    -1.223633e+01
8.511380e+02    -3.321450e+00    -1.251817e+01
8.576959e+02    -3.330238e+00    -1.290218e+01
8.643043e+02    -3.338740e+00    -1.339994e+01
8.709636e+02    -3.348734e+00    -1.402576e+01
8.776742e+02    -3.362273e+00    -1.479588e+01
8.844365e+02    -3.381644e+00    -1.572521e+01
8.912509e+02    -3.409307e+00    -1.681693e+01
8.981179e+02    -3.447808e+00    -1.803322e+01
9.050377e+02    -3.499666e+00    -1.922552e+01
9.080000e+02    -3.526385e+00    -1.964627e+01
9.087917e+02    -3.534013e+00    -1.974217e+01
9.095833e+02    -3.541853e+00    -1.982957e+01
9.103750e+02    -3.549906e+00    -1.990772e+01
9.111667e+02    -3.558174e+00    -1.997586e+01
9.119583e+02    -3.566660e+00    -2.003327e+01
9.120108e+02    -3.567231e+00    -2.003669e+01
9.127500e+02    -3.575366e+00    -2.007933e+01
9.135417e+02    -3.584294e+00    -2.011346e+01
9.143333e+02    -3.593445e+00    -2.013517e+01
9.151250e+02    -3.602822e+00    -2.014410e+01
9.159167e+02    -3.612427e+00    -2.013999e+01
9.167083e+02    -3.622261e+00    -2.012271e+01
9.175000e+02    -3.632325e+00    -2.009224e+01
9.182917e+02    -3.642622e+00    -2.004872e+01
9.190377e+02    -3.652539e+00    -1.999598e+01
9.190833e+02    -3.653152e+00    -1.999240e+01
9.198750e+02    -3.663917e+00    -1.992363e+01
9.206667e+02    -3.674918e+00    -1.984289e+01
9.214583e+02    -3.686156e+00    -1.975073e+01
9.222500e+02    -3.697633e+00    -1.964782e+01
9.230417e+02    -3.709347e+00    -1.953483e+01
9.238333e+02    -3.721302e+00    -1.941253e+01
9.246250e+02    -3.733497e+00    -1.928168e+01
9.254167e+02    -3.745932e+00    -1.914307e+01
9.261187e+02    -3.757162e+00    -1.901430e+01
9.262083e+02    -3.758609e+00    -1.899749e+01
9.270000e+02    -3.771527e+00    -1.884572e+01
9.332543e+02    -3.882072e+00    -1.750937e+01
9.404449e+02    -4.027544e+00    -1.590246e+01
9.476908e+02    -4.193106e+00    -1.439571e+01
9.549926e+02    -4.377540e+00    -1.304982e+01
9.623506e+02    -4.578940e+00    -1.186834e+01
9.697654e+02    -4.794817e+00    -1.083635e+01
9.772372e+02    -5.022227e+00    -9.934789e+00
9.847667e+02    -5.257921e+00    -9.145263e+00
9.923541e+02    -5.498486e+00    -8.451352e+00
1.000000e+03    -5.740467e+00    -7.838833e+00
